gid,role,role_score,cluster_id,priority_score,rank,evidence,depth,is_seed,censored,seeds_upstream,seeds_direct,in_degree,out_degree,in_tx,out_tx,in_sum_kzt,out_sum_kzt,retention,fast_out_share,sync_in_max,co_senders,routes_mid,routes_any,pagerank,betweenness,hub_in,hub_out,clusters_touched,peer_in_degree,peer_out_degree,peer_volume,peer_betweenness,depth_outliers
100000003289281100,peripheral,0.8414,2,0.1714,1540,"Периферия, явных признаков нет: 4-е колено: исходящие не видны; получает от 1 плательщ. (40 тыс ₸)",4,False,True,0,0,1,0,1,0,40000.0,0.0,,0.0,1,0,0,0,0.00059672,0.0,0,0,0,0.0,,0.5282,0.0,
100000002793851100,terminal,0.4895,4,0.1713,1541,Конечная точка в данных: получает от 1 плательщ. (11 тыс ₸); исходящих ≥5 тыс ₸ нет,1,False,False,1,1,1,0,1,0,11052.0,0.0,1.0,0.0,1,0,0,0,0.00028676,0.0,1,0,0,0.0,0.0,0.0255,0.0,
100000003072676100,terminal,0.5416,23,0.1713,1542,Конечная точка в данных: получает от 1 плательщ. (32 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,1,0,1,0,1,0,31545.0,0.0,1.0,0.0,1,0,0,0,0.00029319,0.0,1,0,0,0.0,0.0,0.2944,0.0,
100000003962994100,terminal,0.4878,32,0.1712,1543,Конечная точка в данных: получает от 1 плательщ. (10 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,1,0,1,0,1,0,10000.0,0.0,1.0,0.0,1,0,0,0,0.00048123,0.0,0,0,0,0.0,0.0,0.0457,0.0,
100000008754747100,terminal,0.5571,34,0.1712,1544,Конечная точка в данных: получает от 1 плательщ. (46 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,1,0,1,0,1,0,45500.0,0.0,1.0,0.0,1,0,0,0,0.00029267,0.0,1,0,0,0.0,0.0,0.3706,0.0,
100000004674412100,peripheral,0.8343,0,0.1711,1545,"Периферия, явных признаков нет: 4-е колено: исходящие не видны; получает от 1 плательщ. (46 тыс ₸)",4,False,True,0,0,1,0,1,0,46000.0,0.0,,0.0,1,0,0,0,0.00048937,0.0,0,0,0,0.0,,0.5711,0.0,
100000004635886100,terminal,0.5212,4,0.171,1546,Конечная точка в данных: получает от 1 плательщ. (23 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,1,0,1,0,1,0,23000.0,0.0,1.0,0.0,1,0,0,0,0.00029246,0.0,1,0,0,0.0,0.0,0.198,0.0,
100000007357489100,peripheral,0.7137,11,0.171,1547,"Периферия, явных признаков нет: 4-е колено: исходящие не видны; получает от 2 плательщ. (164 тыс ₸); по числу плательщиков выше 97% узлов 4-го колена",4,False,True,0,0,2,0,2,0,164500.0,0.0,,0.0,2,0,0,0,0.00031296,0.0,2,0,0,0.9797,,0.8059,0.0,in_degree
100000006734554100,peripheral,0.7883,36,0.1709,1548,"Периферия, явных признаков нет: получает от 1 плательщ. (16 тыс ₸); платит 1 получат. (25 тыс ₸); отдаёт в 1.5 раза больше видимого входа",1,False,False,1,1,1,1,1,1,16500.0,25000.0,0.0,0.0,1,0,0,0,0.00031194,5.9e-07,1,0,0,0.0,0.6476,0.3206,0.6921,
100000002554175100,terminal,0.5257,13,0.1709,1549,Конечная точка в данных: получает от 1 плательщ. (25 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,1,0,1,0,1,0,24621.0,0.0,1.0,0.0,1,0,0,0,0.00029474,0.0,1,0,0,0.0,0.0,0.2208,0.0,
100000007539296100,peripheral,0.8343,3,0.1709,1550,"Периферия, явных признаков нет: 4-е колено: исходящие не видны; получает от 1 плательщ. (46 тыс ₸)",4,False,True,0,0,1,0,2,0,46000.0,0.0,,0.0,1,0,0,0,0.00055732,0.0,0,0,0,0.0,,0.5711,0.0,
100000002373144100,peripheral,0.7943,2,0.1707,1551,"Периферия, явных признаков нет: получает от 1 плательщ. (46 тыс ₸); платит 1 получат. (11 тыс ₸); отдаёт дальше 23% полученного",3,False,False,1,0,1,1,1,1,46468.0,10764.0,0.7684,0.0,1,0,0,0,0.00028969,1.922e-05,1,0,0,0.0,0.6409,0.4378,0.7297,
100000005059998100,terminal,0.5096,3,0.1705,1552,Конечная точка в данных: получает от 1 плательщ. (18 тыс ₸); исходящих ≥5 тыс ₸ нет,2,False,False,1,0,1,0,1,0,18000.0,0.0,1.0,0.0,1,0,0,0,0.00029592,0.0,1,0,0,0.0,0.0,0.1345,0.0,
100000008336318100,peripheral,0.7612,11,0.1705,1553,"Периферия, явных признаков нет: 4-е колено: исходящие не видны; получает от 1 плательщ. (170 тыс ₸)",4,False,True,0,0,1,0,1,0,170000.0,0.0,,0.0,1,0,0,0,0.00032672,0.0,1,0,0,0.0,,0.8149,0.0,
100000003187359100,terminal,0.511,35,0.1704,1554,Конечная точка в данных: получает от 1 плательщ. (19 тыс ₸); исходящих ≥5 тыс ₸ нет,1,False,False,1,1,1,0,1,0,19072.0,0.0,1.0,0.0,1,0,0,0,0.00028957,0.0,1,0,0,0.0,0.0,0.1316,0.0,
100000007930878100,terminal,0.4701,19,0.1703,1555,Конечная точка в данных: получает от 1 плательщ. (5 тыс ₸); исходящих ≥5 тыс ₸ нет,2,False,False,1,0,1,0,1,0,5000.0,0.0,1.0,0.0,1,0,0,0,0.00048364,0.0,0,0,0,0.0,0.0,0.0,0.0,
100000008679986100,terminal,0.5109,35,0.1702,1556,Конечная точка в данных: получает от 1 плательщ. (19 тыс ₸); исходящих ≥5 тыс ₸ нет,1,False,False,1,1,1,0,1,0,19000.0,0.0,1.0,0.0,1,0,0,0,0.00028956,0.0,1,0,0,0.0,0.0,0.1274,0.0,
100000008749063100,terminal,0.5109,35,0.1702,1557,Конечная точка в данных: получает от 1 плательщ. (19 тыс ₸); исходящих ≥5 тыс ₸ нет,1,False,False,1,1,1,0,1,0,19000.0,0.0,1.0,0.0,1,0,0,0,0.00028956,0.0,1,0,0,0.0,0.0,0.1274,0.0,
100000000955529100,peripheral,0.6489,9,0.1699,1558,"Периферия, явных признаков нет: получает от 1 плательщ. (27 тыс ₸); платит 1 получат. (64 тыс ₸); отдаёт в 2.4 раза больше видимого входа",3,False,False,1,0,1,1,1,1,27000.0,63500.0,0.0,0.0,1,0,0,0,0.00029563,3.37e-06,1,1,1,0.0,0.6409,0.5165,0.717,
100000002974256100,terminal,0.4764,29,0.1698,1559,Конечная точка в данных: получает от 1 плательщ. (7 тыс ₸); исходящих ≥5 тыс ₸ нет,2,False,False,1,0,1,0,1,0,7200.0,0.0,1.0,0.0,1,0,0,0,0.00053191,0.0,0,0,0,0.0,0.0,0.026,0.0,
100000002680477100,terminal,0.5289,16,0.1698,1560,Конечная точка в данных: получает от 1 плательщ. (25 тыс ₸); исходящих ≥5 тыс ₸ нет,2,False,False,1,0,1,0,1,0,25000.0,0.0,1.0,0.0,1,0,0,0,0.00029456,0.0,1,0,0,0.0,0.0,0.2039,0.0,
100000008772246100,terminal,0.5554,34,0.1698,1561,Конечная точка в данных: получает от 1 плательщ. (44 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,1,0,1,0,1,0,44500.0,0.0,1.0,0.0,1,0,0,0,0.00029251,0.0,1,0,0,0.0,0.0,0.3591,0.0,
100000002908521100,terminal,0.5554,34,0.1698,1562,Конечная точка в данных: получает от 1 плательщ. (44 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,1,0,1,0,1,0,44500.0,0.0,1.0,0.0,1,0,0,0,0.00029251,0.0,1,0,0,0.0,0.0,0.3591,0.0,
100000002794374100,peripheral,0.7805,11,0.1696,1563,"Периферия, явных признаков нет: 4-е колено: исходящие не видны; получает от 1 плательщ. (111 тыс ₸)",4,False,True,0,0,1,0,1,0,111000.0,0.0,,0.0,1,0,0,0,0.00036376,0.0,0,0,0,0.0,,0.763,0.0,
100000003239859100,terminal,0.5101,29,0.1693,1564,Конечная точка в данных: получает от 1 плательщ. (19 тыс ₸); исходящих ≥5 тыс ₸ нет,1,False,False,1,1,1,0,1,0,18600.0,0.0,1.0,0.0,1,0,0,0,0.00028866,0.0,1,0,0,0.0,0.0,0.1231,0.0,
100000002881669100,terminal,0.5101,29,0.1693,1565,Конечная точка в данных: получает от 1 плательщ. (19 тыс ₸); исходящих ≥5 тыс ₸ нет,1,False,False,1,1,1,0,1,0,18600.0,0.0,1.0,0.0,1,0,0,0,0.00028866,0.0,1,0,0,0.0,0.0,0.1231,0.0,
100000001280798100,terminal,0.5238,13,0.1693,1566,Конечная точка в данных: получает от 1 плательщ. (24 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,1,0,1,0,1,0,23785.0,0.0,1.0,0.0,1,0,0,0,0.00029443,0.0,1,0,0,0.0,0.0,0.2132,0.0,
100000001103905100,terminal,0.5096,35,0.1691,1567,Конечная точка в данных: получает от 1 плательщ. (18 тыс ₸); исходящих ≥5 тыс ₸ нет,1,False,False,1,1,1,0,1,0,18000.0,0.0,1.0,0.0,1,0,0,0,0.00028935,0.0,1,0,0,0.0,0.0,0.1168,0.0,
100000008716222100,terminal,0.5096,35,0.1691,1568,Конечная точка в данных: получает от 1 плательщ. (18 тыс ₸); исходящих ≥5 тыс ₸ нет,1,False,False,1,1,1,0,1,0,18000.0,0.0,1.0,0.0,1,0,0,0,0.00028935,0.0,1,0,0,0.0,0.0,0.1168,0.0,
100000008777088100,terminal,0.5096,35,0.1691,1569,Конечная точка в данных: получает от 1 плательщ. (18 тыс ₸); исходящих ≥5 тыс ₸ нет,1,False,False,1,1,1,0,1,0,18000.0,0.0,1.0,0.0,1,0,0,0,0.00028935,0.0,1,0,0,0.0,0.0,0.1168,0.0,
100000003061115100,peripheral,0.8352,2,0.169,1570,"Периферия, явных признаков нет: 4-е колено: исходящие не видны; получает от 1 плательщ. (45 тыс ₸)",4,False,True,0,0,1,0,1,0,45000.0,0.0,,0.0,1,0,0,0,0.0005339,0.0,0,0,0,0.0,,0.5598,0.0,
100000006308406100,peripheral,0.7583,39,0.1689,1571,"Периферия, явных признаков нет: 4-е колено: исходящие не видны; получает от 1 плательщ. (183 тыс ₸)",4,False,True,0,0,1,0,2,0,183000.0,0.0,,0.0,1,0,0,0,0.00053936,0.0,1,0,0,0.0,,0.8239,0.0,
100000003095610100,terminal,0.5231,13,0.1688,1572,Конечная точка в данных: получает от 1 плательщ. (24 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,1,0,1,0,1,0,23665.0,0.0,1.0,0.0,1,0,0,0,0.00029439,0.0,1,0,0,0.0,0.0,0.2094,0.0,
100000003568904100,peripheral,0.8294,3,0.1687,1573,"Периферия, явных признаков нет: 4-е колено: исходящие не видны; получает от 1 плательщ. (49 тыс ₸)",4,False,True,0,0,1,0,1,0,49000.0,0.0,,0.0,1,0,0,0,0.00053173,0.0,0,0,0,0.0,,0.5869,0.0,
100000002744581100,terminal,0.4911,17,0.1684,1574,Конечная точка в данных: получает от 1 плательщ. (12 тыс ₸); исходящих ≥5 тыс ₸ нет,2,False,False,1,0,1,0,1,0,12000.0,0.0,1.0,0.0,1,0,0,0,0.00032496,0.0,0,0,0,0.0,0.0,0.0803,0.0,
100000002818726100,terminal,0.5138,3,0.1684,1575,Конечная точка в данных: деньги от 2 seed; получает от 1 плательщ. (11 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,2,0,1,0,1,0,10879.0,0.0,1.0,0.0,1,0,0,0,0.0002896,0.0,1,0,0,0.0,0.0,0.0673,0.0,
100000002736033100,peripheral,0.7943,10,0.1684,1576,"Периферия, явных признаков нет: получает от 1 плательщ. (35 тыс ₸); платит 1 получат. (11 тыс ₸); отдаёт дальше 32% полученного",3,False,False,1,0,1,1,1,1,34530.0,11000.0,0.6814,0.0,1,0,0,0,0.00029518,1.922e-05,1,0,0,0.0,0.6409,0.3718,0.7297,
100000003180305100,peripheral,0.7694,30,0.1684,1577,"Периферия, явных признаков нет: 4-е колено: исходящие не видны; получает от 1 плательщ. (144 тыс ₸)",4,False,True,0,0,1,0,1,0,144000.0,0.0,,0.0,1,0,0,0,0.00052806,0.0,1,0,0,0.0,,0.7901,0.0,
100000004950490100,terminal,0.4878,17,0.1678,1578,Конечная точка в данных: получает от 1 плательщ. (10 тыс ₸); исходящих ≥5 тыс ₸ нет,2,False,False,1,0,1,0,1,0,10000.0,0.0,1.0,0.0,1,0,0,0,0.00033064,0.0,0,0,0,0.0,0.0,0.0347,0.0,
100000000782285100,terminal,0.474,3,0.1678,1579,Конечная точка в данных: получает от 1 плательщ. (6 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,1,0,1,0,1,0,6151.0,0.0,1.0,0.0,1,0,0,0,0.0003196,0.0,0,0,0,0.0,0.0,0.0228,0.0,
100000004235471100,peripheral,0.7593,23,0.1678,1580,"Периферия, явных признаков нет: 4-е колено: исходящие не видны; получает от 1 плательщ. (180 тыс ₸)",4,False,True,0,0,1,0,1,0,180000.0,0.0,,0.0,1,0,0,0,0.00034861,0.0,0,0,0,0.0,,0.8217,0.0,
100000006471232100,terminal,0.5535,34,0.1677,1581,Конечная точка в данных: получает от 1 плательщ. (42 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,1,0,1,0,1,0,41800.0,0.0,1.0,0.0,1,0,0,0,0.00029209,0.0,1,0,0,0.0,0.0,0.349,0.0,
100000004777215100,peripheral,0.8136,9,0.1676,1582,"Периферия, явных признаков нет: 4-е колено: исходящие не видны; получает от 1 плательщ. (60 тыс ₸)",4,False,True,0,0,1,0,1,0,60000.0,0.0,,0.0,1,0,0,0,0.00046515,0.0,1,0,0,0.0,,0.6298,0.0,
100000001220124100,peripheral,0.8414,2,0.1676,1583,"Периферия, явных признаков нет: 4-е колено: исходящие не видны; получает от 1 плательщ. (40 тыс ₸)",4,False,True,0,0,1,0,1,0,40000.0,0.0,,0.0,1,0,0,0,0.00053956,0.0,0,0,0,0.0,,0.5282,0.0,
100000008691027100,terminal,0.5072,35,0.1674,1584,Конечная точка в данных: получает от 1 плательщ. (18 тыс ₸); исходящих ≥5 тыс ₸ нет,1,False,False,1,1,1,0,1,0,17534.0,0.0,1.0,0.0,1,0,0,0,0.00028925,0.0,1,0,0,0.0,0.0,0.1062,0.0,
100000008729801100,terminal,0.5072,35,0.1674,1585,Конечная точка в данных: получает от 1 плательщ. (18 тыс ₸); исходящих ≥5 тыс ₸ нет,1,False,False,1,1,1,0,1,0,17534.0,0.0,1.0,0.0,1,0,0,0,0.00028925,0.0,1,0,0,0.0,0.0,0.1062,0.0,
100000000907277100,terminal,0.5072,35,0.1674,1586,Конечная точка в данных: получает от 1 плательщ. (18 тыс ₸); исходящих ≥5 тыс ₸ нет,1,False,False,1,1,1,0,1,0,17534.0,0.0,1.0,0.0,1,0,0,0,0.00028925,0.0,1,0,0,0.0,0.0,0.1062,0.0,
100000008667058100,terminal,0.5072,35,0.1674,1587,Конечная точка в данных: получает от 1 плательщ. (18 тыс ₸); исходящих ≥5 тыс ₸ нет,1,False,False,1,1,1,0,1,0,17534.0,0.0,1.0,0.0,1,0,0,0,0.00028925,0.0,1,0,0,0.0,0.0,0.1062,0.0,
100000003650146100,terminal,0.4964,4,0.1674,1588,Конечная точка в данных: получает от 1 плательщ. (14 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,1,0,1,0,1,0,14400.0,0.0,1.0,0.0,1,0,0,0,0.00030013,0.0,1,0,0,0.0,0.0,0.0952,0.0,
100000006444163100,terminal,0.4736,3,0.1671,1589,Конечная точка в данных: получает от 1 плательщ. (6 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,1,0,1,0,1,0,6026.0,0.0,1.0,0.0,1,0,0,0,0.00031891,0.0,0,0,0,0.0,0.0,0.019,0.0,
100000008699083100,peripheral,0.7452,11,0.1671,1590,"Периферия, явных признаков нет: 4-е колено: исходящие не видны; получает от 1 плательщ. (238 тыс ₸)",4,False,True,0,0,1,0,1,0,238500.0,0.0,,0.0,1,0,0,0,0.0003064,0.0,1,0,0,0.0,,0.8578,0.0,
100000008027922100,peripheral,0.8063,14,0.1671,1591,"Периферия, явных признаков нет: 4-е колено: исходящие не видны; получает от 1 плательщ. (70 тыс ₸)",4,False,True,0,0,1,0,1,0,70000.0,0.0,,0.0,1,0,0,0,0.00050237,0.0,0,0,0,0.0,,0.6591,0.0,
100000003207060100,peripheral,0.8204,2,0.167,1592,"Периферия, явных признаков нет: 4-е колено: исходящие не видны; получает от 1 плательщ. (53 тыс ₸)",4,False,True,0,0,1,0,1,0,53000.0,0.0,,0.0,1,0,0,0,0.00042744,0.0,0,0,0,0.0,,0.6163,0.0,
100000008129393100,terminal,0.4878,45,0.1668,1593,Конечная точка в данных: получает от 1 плательщ. (10 тыс ₸); исходящих ≥5 тыс ₸ нет,1,False,False,1,1,1,0,1,0,10000.0,0.0,1.0,0.0,1,0,0,0,0.0003117,0.0,0,0,0,0.0,0.0,0.0149,0.0,
100000006746688100,terminal,0.5529,34,0.1668,1594,Конечная точка в данных: получает от 1 плательщ. (41 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,1,0,1,0,1,0,41000.0,0.0,1.0,0.0,1,0,0,0,0.00029197,0.0,1,0,0,0.0,0.0,0.3452,0.0,
100000002659103100,peripheral,0.763,22,0.1667,1595,"Периферия, явных признаков нет: 4-е колено: исходящие не видны; получает от 1 плательщ. (165 тыс ₸)",4,False,True,0,0,1,0,1,0,165000.0,0.0,,0.0,1,0,0,0,0.00034971,0.0,1,0,0,0.0,,0.8081,0.0,
100000006381453100,peripheral,0.8352,11,0.1666,1596,"Периферия, явных признаков нет: 4-е колено: исходящие не видны; получает от 1 плательщ. (45 тыс ₸)",4,False,True,0,0,1,0,1,0,45000.0,0.0,,0.0,1,0,0,0,0.00057617,0.0,0,0,0,0.0,,0.5598,0.0,
100000004673335100,peripheral,0.8001,16,0.1666,1597,"Периферия, явных признаков нет: 4-е колено: исходящие не видны; получает от 1 плательщ. (80 тыс ₸)",4,False,True,0,0,1,0,1,0,80000.0,0.0,,0.0,1,0,0,0,0.00049409,0.0,1,0,0,0.0,,0.6862,0.0,
100000002820010100,terminal,0.5398,21,0.1665,1598,Конечная точка в данных: получает от 1 плательщ. (30 тыс ₸); исходящих ≥5 тыс ₸ нет,2,False,False,1,0,1,0,1,0,30000.0,0.0,1.0,0.0,1,0,0,0,0.00029126,0.0,1,0,0,0.0,0.0,0.2538,0.0,
100000007982908100,terminal,0.541,35,0.1665,1599,Конечная точка в данных: получает от 1 плательщ. (31 тыс ₸); исходящих ≥5 тыс ₸ нет,2,False,False,1,0,1,0,1,0,31080.0,0.0,1.0,0.0,1,0,0,0,0.00029613,0.0,1,0,0,0.0,0.0,0.2798,0.0,
100000003157333100,terminal,0.5398,21,0.1665,1600,Конечная точка в данных: получает от 1 плательщ. (30 тыс ₸); исходящих ≥5 тыс ₸ нет,2,False,False,1,0,1,0,1,0,30000.0,0.0,1.0,0.0,1,0,0,0,0.00029126,0.0,1,0,0,0.0,0.0,0.2538,0.0,
100000008454065100,terminal,0.5252,13,0.1665,1601,Конечная точка в данных: получает от 1 плательщ. (24 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,1,0,1,0,1,0,24050.0,0.0,1.0,0.0,1,0,0,0,0.00029237,0.0,1,0,0,0.0,0.0,0.2157,0.0,
100000004445291100,terminal,0.5114,33,0.1664,1602,Конечная точка в данных: получает от 1 плательщ. (20 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,1,0,1,0,2,0,19500.0,0.0,1.0,0.0,1,0,0,0,0.00031924,0.0,1,0,0,0.0,0.0,0.1612,0.0,
100000002938501100,peripheral,0.7344,4,0.1663,1603,"Периферия, явных признаков нет: получает от 1 плательщ. (8 тыс ₸); платит 1 получат. (5 тыс ₸); отдаёт дальше 60% полученного; повтор. маршрутов: 1",1,False,False,1,1,1,1,1,1,8395.0,5000.0,0.4044,0.0,1,0,0,1,0.00028647,1.794e-05,1,1,0,0.0,0.6476,0.0488,0.7537,
100000005888829100,peripheral,0.755,11,0.1663,1604,"Периферия, явных признаков нет: 4-е колено: исходящие не видны; получает от 1 плательщ. (197 тыс ₸)",4,False,True,0,0,1,0,1,0,197000.0,0.0,,0.0,1,0,0,0,0.00031149,0.0,1,0,0,0.0,,0.833,0.0,
100000001111763100,terminal,0.5053,35,0.1661,1605,Конечная точка в данных: получает от 1 плательщ. (17 тыс ₸); исходящих ≥5 тыс ₸ нет,1,False,False,1,1,1,0,1,0,17144.0,0.0,1.0,0.0,1,0,0,0,0.00028917,0.0,1,0,0,0.0,0.0,0.0977,0.0,
100000004491881100,terminal,0.5053,35,0.1661,1606,Конечная точка в данных: получает от 1 плательщ. (17 тыс ₸); исходящих ≥5 тыс ₸ нет,1,False,False,1,1,1,0,1,0,17144.0,0.0,1.0,0.0,1,0,0,0,0.00028917,0.0,1,0,0,0.0,0.0,0.0977,0.0,
100000008767925100,terminal,0.5053,35,0.1661,1607,Конечная точка в данных: получает от 1 плательщ. (17 тыс ₸); исходящих ≥5 тыс ₸ нет,1,False,False,1,1,1,0,1,0,17144.0,0.0,1.0,0.0,1,0,0,0,0.00028917,0.0,1,0,0,0.0,0.0,0.0977,0.0,
100000008749406100,terminal,0.5053,35,0.1661,1608,Конечная точка в данных: получает от 1 плательщ. (17 тыс ₸); исходящих ≥5 тыс ₸ нет,1,False,False,1,1,1,0,1,0,17144.0,0.0,1.0,0.0,1,0,0,0,0.00028917,0.0,1,0,0,0.0,0.0,0.0977,0.0,
100000001954903100,terminal,0.5339,31,0.1661,1609,Конечная точка в данных: получает от 1 плательщ. (27 тыс ₸); исходящих ≥5 тыс ₸ нет,2,False,False,1,0,1,0,1,0,27118.0,0.0,1.0,0.0,1,0,0,0,0.00029849,0.0,1,0,0,0.0,0.0,0.2386,0.0,
100000002529877100,peripheral,0.7468,11,0.1661,1610,"Периферия, явных признаков нет: 4-е колено: исходящие не видны; получает от 1 плательщ. (232 тыс ₸)",4,False,True,0,0,1,0,1,0,232000.0,0.0,,0.0,1,0,0,0,0.00030583,0.0,1,0,0,0.0,,0.851,0.0,
100000003166755100,terminal,0.5249,3,0.166,1611,Конечная точка в данных: получает от 1 плательщ. (24 тыс ₸); исходящих ≥5 тыс ₸ нет,2,False,False,1,0,1,0,1,0,24010.0,0.0,1.0,0.0,1,0,0,0,0.00028935,0.0,1,0,0,0.0,0.0,0.2017,0.0,
100000005328215100,terminal,0.5337,31,0.1659,1612,Конечная точка в данных: получает от 1 плательщ. (27 тыс ₸); исходящих ≥5 тыс ₸ нет,2,False,False,1,0,1,0,1,0,27000.0,0.0,1.0,0.0,1,0,0,0,0.00029843,0.0,1,0,0,0.0,0.0,0.2321,0.0,
100000008254576100,peripheral,0.7209,20,0.1659,1613,"Периферия, явных признаков нет: получает от 1 плательщ. (8 тыс ₸); платит 1 получат. (60 тыс ₸); отдаёт в 7.5 раза больше видимого входа",3,False,False,1,0,1,1,1,1,8000.0,60000.0,0.0,0.0,1,0,0,0,0.00029167,1.962e-05,1,0,0,0.0,0.6409,0.4632,0.8096,
100000005360814100,peripheral,0.7694,27,0.1659,1614,"Периферия, явных признаков нет: 4-е колено: исходящие не видны; получает от 1 плательщ. (144 тыс ₸)",4,False,True,0,0,1,0,3,0,144000.0,0.0,,0.0,1,0,0,0,0.00043369,0.0,0,0,0,0.0,,0.7901,0.0,
100000004798515100,peripheral,0.7521,29,0.1658,1615,"Периферия, явных признаков нет: 4-е колено: исходящие не видны; получает от 1 плательщ. (200 тыс ₸)",4,False,True,0,0,1,0,2,0,200000.0,0.0,,0.0,1,0,0,0,0.00036384,0.0,1,0,0,0.0,,0.8397,0.0,
100000004358004100,distributor,0.3991,37,0.1657,1616,"Признаки веерной раздачи: платит 11 получат. (981 тыс ₸); повтор. маршрутов: 20; seed, входящие занижены",0,True,False,0,0,0,11,0,17,0.0,980850.0,,0.0,0,11,0,20,0.00028557,0.0,0,7,3,0.0,0.9,0.7875,0.0,
100000006177176100,terminal,0.4793,4,0.1655,1617,Конечная точка в данных: получает от 1 плательщ. (9 тыс ₸); исходящих ≥5 тыс ₸ нет,1,False,False,1,1,1,0,1,0,8911.0,0.0,1.0,0.0,1,0,0,0,0.00028653,0.0,1,0,0,0.0,0.0,0.0106,0.0,
100000004825069100,terminal,0.5398,35,0.1653,1618,Конечная точка в данных: получает от 1 плательщ. (30 тыс ₸); исходящих ≥5 тыс ₸ нет,2,False,False,1,0,1,0,4,0,30000.0,0.0,1.0,0.0,1,0,0,0,0.00029576,0.0,1,0,0,0.0,0.0,0.2538,0.0,
100000006689603100,peripheral,0.7258,27,0.1653,1619,"Периферия, явных признаков нет: 4-е колено: исходящие не видны; получает от 1 плательщ. (400 тыс ₸)",4,False,True,0,0,1,0,2,0,400000.0,0.0,,0.0,1,0,0,0,0.00031239,0.0,1,0,0,0.0,,0.9255,0.0,
100000002214207100,peripheral,0.7898,37,0.1653,1620,"Периферия, явных признаков нет: 4-е колено: исходящие не видны; получает от 1 плательщ. (97 тыс ₸)",4,False,True,0,0,1,0,1,0,97000.0,0.0,,0.0,1,0,0,0,0.00069061,0.0,0,0,0,0.0,,0.7156,0.0,
100000007982728100,distributor,0.3653,13,0.1652,1621,"Признаки веерной раздачи: платит 8 получат. (1.8 млн ₸); повтор. маршрутов: 6; seed, входящие занижены",0,True,False,0,0,0,8,0,12,0.0,1804384.0,,0.0,0,1,0,6,0.00028557,0.0,0,5,3,0.0,0.8875,0.8875,0.0,
100000002516862100,peripheral,0.7993,3,0.1652,1622,"Периферия, явных признаков нет: 4-е колено: исходящие не видны; получает от 1 плательщ. (82 тыс ₸)",4,False,True,0,0,1,0,5,0,81710.0,0.0,,0.0,1,0,0,0,0.00034944,0.0,0,0,0,0.0,,0.6885,0.0,
100000004286573100,terminal,0.5041,29,0.165,1623,Конечная точка в данных: получает от 1 плательщ. (17 тыс ₸); исходящих ≥5 тыс ₸ нет,1,False,False,1,1,1,0,1,0,16590.0,0.0,1.0,0.0,1,0,0,0,0.00028832,0.0,1,0,0,0.0,0.0,0.0955,0.0,
100000002948492100,terminal,0.523,13,0.165,1624,Конечная точка в данных: получает от 1 плательщ. (24 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,1,0,1,0,1,0,23660.0,0.0,1.0,0.0,1,0,0,0,0.00029226,0.0,1,0,0,0.0,0.0,0.2081,0.0,
100000001389255100,terminal,0.5031,35,0.1644,1625,Конечная точка в данных: получает от 1 плательщ. (16 тыс ₸); исходящих ≥5 тыс ₸ нет,1,False,False,1,1,1,0,1,0,16136.0,0.0,1.0,0.0,1,0,0,0,0.00028896,0.0,1,0,0,0.0,0.0,0.0934,0.0,
100000005402643100,peripheral,0.738,31,0.1644,1626,"Периферия, явных признаков нет: получает от 1 плательщ. (128 тыс ₸); платит 1 получат. (90 тыс ₸); отдаёт дальше 70% полученного",2,False,False,1,0,1,1,1,1,127800.0,90000.0,0.2958,0.0,1,0,0,0,0.0002976,4e-07,1,0,0,0.0,0.5835,0.6963,0.6573,
100000002659265100,peripheral,0.7705,11,0.1644,1627,"Периферия, явных признаков нет: 4-е колено: исходящие не видны; получает от 1 плательщ. (141 тыс ₸)",4,False,True,0,0,1,0,1,0,141000.0,0.0,,0.0,1,0,0,0,0.0003197,0.0,1,0,0,0.0,,0.7856,0.0,
100000005636951100,peripheral,0.8414,13,0.1644,1628,"Периферия, явных признаков нет: 4-е колено: исходящие не видны; получает от 1 плательщ. (40 тыс ₸)",4,False,True,0,0,1,0,1,0,40000.0,0.0,,0.0,1,0,0,0,0.00063559,0.0,0,0,0,0.0,,0.5282,0.0,
